region,date,apl-driving,apl-transit,apl-walking,country,name,iso_alpha2,population,area,density,lat,long,is_region,region_center
Albania,2020-01-13,100.0,,100.0,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-14,95.3,,100.68,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-15,101.43,,98.93,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-16,97.2,,98.46,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-17,103.55,,100.85,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-18,112.67,,100.13,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-19,104.83,,82.13,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-20,94.39,,95.65,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-21,94.07,,97.78,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-22,93.51,,95.39,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-23,92.94,,94.24,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-24,102.13,,93.73,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-25,102.38,,97.06,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-26,101.41,,77.27,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-27,94.62,,83.37,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-28,89.12,,82.73,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-29,90.17,,84.39,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-30,90.21,,88.19,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-01-31,97.71,,90.79,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-01,102.5,,88.7,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-02,108.92,,79.32,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-03,92.82,,87.12,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-04,91.48,,88.06,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-05,93.99,,99.4,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-06,96.72,,85.84,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-07,102.46,,94.63,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-08,103.29,,99.74,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-09,107.83,,81.41,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-10,87.99,,90.19,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-11,94.18,,90.45,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-12,94.62,,94.16,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-13,99.7,,95.69,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-14,139.3,,109.21,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-15,123.9,,108.4,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-16,129.41,,84.52,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-17,102.24,,96.63,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-18,88.09,,87.38,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-19,88.17,,81.49,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-20,94.48,,87.21,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-21,100.62,,93.52,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-22,111.02,,94.5,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-23,113.5,,74.8,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-24,86.95,,87.25,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-25,83.01,,81.41,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-26,85.44,,77.78,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-27,82.73,,74.5,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-28,89.7,,81.19,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-02-29,95.48,,87.97,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-01,100.43,,78.42,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-02,89.25,,94.88,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-03,91.02,,95.65,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-04,89.72,,91.13,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-05,94.87,,94.46,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-06,102.82,,103.8,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-07,109.92,,92.92,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-08,110.07,,82.47,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-09,79.68,,87.25,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-10,68.24,,63.37,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-11,51.77,,46.7,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-12,43.79,,37.87,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-13,24.99,,31.43,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-14,24.61,,37.78,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-15,30.93,,37.44,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-16,24.69,,35.95,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-17,24.95,,30.87,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-18,24.65,,33.56,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-19,24.5,,36.84,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-20,26.31,,32.62,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-21,20.39,,27.12,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-22,19.29,,22.64,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-23,22.62,,25.93,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-24,21.61,,25.88,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-25,21.98,,25.42,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-26,23.07,,23.03,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-27,23.94,,28.27,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-28,19.49,,24.69,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-29,21.78,,20.26,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-30,23.66,,22.9,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-03-31,25.11,,25.93,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-01,25.02,,23.5,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-02,25.2,,26.65,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-03,24.11,,27.76,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-04,20.54,,24.9,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-05,22.54,,23.92,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-06,26.4,,31.13,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-07,26.03,,25.8,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-08,26.43,,29.81,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-09,26.7,,28.96,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-10,26.32,,27.29,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-11,25.47,,27.63,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-12,24.89,,29.59,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-13,32.64,,35.52,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-14,31.43,,38.08,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-15,30.67,,35.48,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-16,30.0,,39.15,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-17,29.26,,34.58,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-18,22.94,,27.76,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-19,24.55,,27.93,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-20,31.51,,36.72,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-21,33.59,,34.46,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-22,31.69,,35.39,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-23,33.94,,34.8,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-24,30.22,,34.63,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-25,25.22,,29.0,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-26,30.39,,35.22,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-27,37.39,,41.83,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-28,36.69,,37.53,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-29,35.9,,41.49,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-04-30,38.09,,38.25,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Albania,2020-05-01,37.23,,38.68,ALB,Albania,AL,2877797,27400,105.0,41.1533,20.1683,0,
Argentina,2020-01-13,100.0,,100.0,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-14,97.07,,95.11,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-15,102.45,,101.37,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-16,111.21,,112.67,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-17,118.45,,116.72,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-18,124.01,,114.14,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-19,95.44,,84.54,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-20,95.13,,101.37,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-21,95.42,,106.12,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-22,97.66,,104.91,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-23,99.42,,102.56,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-24,113.34,,104.88,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-25,118.23,,98.83,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-26,91.31,,73.64,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-27,93.37,,94.27,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-28,91.12,,93.86,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-29,92.35,,92.2,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-30,96.74,,96.0,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-01-31,111.24,,98.99,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-01,123.96,,97.42,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-02,89.01,,67.21,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-03,91.66,,95.18,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-04,89.18,,96.25,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-05,94.49,,100.39,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-06,95.98,,99.1,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-07,111.12,,105.0,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-08,121.53,,106.45,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-09,89.23,,73.12,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-10,96.42,,104.2,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-11,96.97,,105.87,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-12,101.68,,111.47,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-13,104.9,,113.2,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-14,122.91,,128.75,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-15,127.62,,103.47,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-16,88.2,,69.12,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-17,92.28,,93.42,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-18,98.15,,111.49,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-19,98.96,,107.02,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-20,104.71,,111.36,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-21,132.57,,124.13,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-22,141.76,,120.44,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-23,108.21,,100.5,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-24,107.92,,96.6,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-25,99.51,,82.59,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-26,96.38,,107.79,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-27,97.96,,110.62,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-28,116.77,,124.18,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-02-29,117.72,,108.49,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-01,81.13,,68.5,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-02,86.76,,101.01,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-03,88.9,,104.39,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-04,92.74,,108.23,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-05,97.45,,113.92,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-06,118.32,,126.7,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-07,122.78,,112.81,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-08,80.36,,70.94,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-09,89.28,,109.38,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-10,89.29,,109.62,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-11,82.73,,83.06,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-12,86.67,,106.85,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-13,98.75,,104.31,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-14,84.77,,70.31,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-15,47.7,,43.64,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-16,53.57,,51.55,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-17,45.44,,35.57,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-18,43.21,,31.96,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-19,43.9,,29.97,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-20,16.77,,11.75,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-21,12.54,,9.11,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-22,8.74,,6.96,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-23,10.08,,8.36,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-24,10.76,,8.05,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-25,14.86,,10.92,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-26,14.58,,10.53,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-27,15.45,,11.3,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-28,13.34,,10.73,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-29,9.92,,7.77,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-30,14.59,,11.37,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-03-31,12.65,,9.79,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-01,15.79,,11.78,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-02,16.48,,11.23,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-03,17.15,,12.44,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-04,15.13,,10.97,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-05,11.53,,9.12,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-06,17.24,,11.85,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-07,18.55,,13.49,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-08,19.95,,15.51,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-09,19.8,,14.65,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-10,16.8,,13.58,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-11,19.4,,15.75,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-12,12.89,,10.45,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-13,21.1,,16.35,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-14,22.29,,16.66,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-15,23.55,,17.42,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-16,24.4,,18.18,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-17,27.17,,18.8,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-18,23.19,,17.03,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-19,14.54,,10.59,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-20,26.67,,18.44,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-21,27.25,,19.01,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-22,27.61,,18.47,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-23,28.73,,20.39,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-24,30.99,,22.32,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-25,25.92,,23.31,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-26,16.57,,16.36,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-27,27.45,,18.48,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-28,27.12,,17.49,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-29,32.22,,22.78,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-04-30,34.45,,24.8,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Argentina,2020-05-01,22.69,,16.62,ARG,Argentina,AR,45195774,2736690,17.0,-38.4161,-63.6167,0,
Australia,2020-01-13,100.0,100.0,100.0,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-14,102.98,101.78,101.31,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-15,104.21,100.64,101.82,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-16,108.63,99.58,104.52,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-17,109.08,98.34,113.73,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-18,89.0,86.97,100.24,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-19,99.35,99.87,98.57,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-20,103.53,107.29,104.38,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-21,106.8,109.13,108.51,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-22,107.4,107.03,103.88,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-23,115.65,106.64,112.4,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-24,109.66,100.19,117.27,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-25,88.59,90.61,103.02,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-26,85.18,81.83,87.4,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-27,95.91,101.78,96.18,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-28,99.4,104.81,100.57,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-29,99.92,103.03,100.25,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-30,103.04,101.91,100.73,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-01-31,103.73,97.77,108.69,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
Australia,2020-02-01,85.73,87.49,96.55,AUS,Australia,AU,25499884,7682300,3.0,-31.9961875,141.2327875,0,
