Country/Region,Province/State,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20,04/15/20,04/16/20,04/17/20,04/18/20,04/19/20,04/20/20,04/21/20,04/22/20,04/23/20,04/24/20,04/25/20,04/26/20,04/27/20,04/28/20,04/29/20,04/30/20,05/01/20,05/02/20,05/03/20,05/04/20,05/05/20,05/06/20
Canada,Quebec,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714575409889221,0.6525471806526184,0.8408197164535522,1.0796469449996948,1.296191930770874,1.4334684610366821,1.5777292251586914,2.1783840656280518,2.7208104133605957,3.6860644817352295,4.210750579833984,5.46889066696167,7.506531715393066,9.235711097717285,15.418648719787598,19.380708694458008,24.947998046875,43.37640380859375,63.1571159362793,85.15348815917969,119.81414031982422,176.34750366210938,239.71885681152344,358.0439453125,532.319091796875,749.1953735351562,1194.789794921875,1731.3231201171875,2161.41259765625,2513.205078125,3031.47021484375,3533.011474609375,4113.01220703125,4787.55419921875,5561.177734375,6348.12939453125,6762.97802734375,7944,8580,9340,10031,10912,11677,12292,12846,13557,14248,14860,15857,16798,17521,17950,19319,20126,20965,21838,22616,23267,24109,24983,25761,26610,27550,28656,29664,31873,32631,33425,34334
Canada,Recovered,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Saskatchewan,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.271779179573059,2.175654172897339,2.9437875747680664,5.341142654418945,7.316510200500488,9.713552474975586,14.63751220703125,22.702634811401367,31.012208938598633,45.686981201171875,61.400901794433594,78.28910827636719,73.7960433959961,92.19047546386719,108.39225769042969,128.88162231445312,148.66285705566406,159.36380004882812,178.67860412597656,197.070556640625,213.85238647460938,229.016357421875,243.70196533203125,249,249,260,260,271,285,289,298,300,300,304,305,307,313,315,316,320,326,331,341,349,353,365,366,383,389,415,421,433,467,487,512
Canada,Yukon,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.8608771562576294,2.5570549964904785,3.695267915725708,4.239357948303223,4.710693359375,4.808349609375,5.258569717407227,5.8294677734375,5.990250587463379,6.785743236541748,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Central African Republic,,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.4300687909126282,0.7695773839950562,0.9677911400794983,1.1446952819824219,1.5956385135650635,2.078361988067627,2.4120678901672363,2.7654995918273926,3.1415815353393555,3.4134016036987305,3.5734548568725586,3.2032053470611572,2.9907662868499756,2.8488967418670654,3.1053340435028076,3.4651436805725098,3.9496798515319824,4.587040901184082,5.19720458984375,5.894062042236328,6.625242233276367,8,8,8,8,8,8,8,8,11,11,12,12,12,12,12,12,14,14,16,16,16,19,19,50,50,50,72,72,72,85,85,94
Chad,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.5196813941001892,0.8620898723602295,1.1077473163604736,1.373705267906189,1.7746026515960693,2.1684012413024902,3.003851890563965,3.0561256408691406,3.2369370460510254,3.5020241737365723,4.090383529663086,5.109412670135498,5.853425979614258,6.94028377532959,7.918857097625732,8.792045593261719,9.79592227935791,9,9,10,10,11,11,11,18,23,23,23,27,27,33,33,33,33,33,33,40,46,46,46,52,52,73,73,117,117,117,170,170
Chile,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.667783260345459,1.3913801908493042,2.4327452182769775,3.9716155529022217,5.167030334472656,7.441438674926758,8.96715259552002,12.846542358398438,19.50008201599121,25.56846046447754,42.37329864501953,65.7673568725586,81.87322998046875,135.5724639892578,185.11178588867188,239.1337127685547,314.44293212890625,409.07037353515625,517.83056640625,656.9067993164062,783.3399658203125,919.1211547851562,1136.8868408203125,1375.692138671875,1713.10888671875,2084.93505859375,2403.06298828125,2648.2578125,3073.32861328125,3334.1572265625,3674.565185546875,4052.008544921875,4426.2021484375,4471,4815,5116,5546,5972,6501,6927,7213,7525,7917,8273,8807,9252,9730,10088,10507,10832,11296,11812,12306,12858,13331,13813,14365,14885,16023,17008,18435,19663,20643,22016,23048
China,Anhui,2.3088791370391846,5.91586446762085,12.993410110473633,31.069442749023438,52.80914306640625,85.14268493652344,123.3894271850586,158.0205841064453,202.8855438232422,251.30535888671875,309.69580078125,366.2408142089844,435.41693115234375,503.1768493652344,568.7127685546875,632.1651611328125,672.7350463867188,742.664794921875,786.1583251953125,829.8135986328125,876.032958984375,909.4952392578125,940.1922607421875,964.7415161132812,988.8500366210938,1003.9077758789062,1016.4851684570312,1022.4181518554688,1009.8069458007812,1012.1704711914062,1016.7515869140625,1003.8555297851562,996.4422607421875,1029.8642578125,1053.4769287109375,1045.9417724609375,1023.01123046875,999.0330200195312,956.7723999023438,954.9838256835938,976.9019165039062,988.72119140625,1042.5963134765625,1043.164794921875,1017.137939453125,1021.3563232421875,1021.8248901367188,1034.242919921875,1098.28125,1115.234619140625,1077.31640625,1009.0239868164062,1026.671142578125,1052.23974609375,986.6986694335938,1025.8560791015625,1080.2713623046875,1152.5809326171875,1101.2384033203125,1085.2027587890625,1081.564208984375,1084.2802734375,1101.3231201171875,1158.9866943359375,1098.54541015625,1152.952392578125,1193.2392578125,1180.32373046875,1210.847900390625,1180.787353515625,1121.697998046875,1087.2049560546875,1052.476806640625,1028.3135986328125,990,990,990,990,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991,991
China,Beijing,12.957098007202148,18.307987213134766,30.38612174987793,43.45506286621094,58.114646911621094,73.76811981201172,100.79442596435547,112.68623352050781,131.42454528808594,147.78472900390625,169.6398162841797,196.17440795898438,217.89398193359375,241.5912322998047,261.31304931640625,281.1609191894531,291.111328125,305.0912170410156,317.8743896484375,326.49066162109375,335.06451416015625,343.09918212890625,369.205322265625,381.23052978515625,388.6877746582031,395.17230224609375,399.46112060546875,403.1693115234375,403.8017578125,408.95501708984375,407.8695983886719,403.21942138671875,400.8052062988281,399.4309387207031,393.40972900390625,400.81610107421875,397.648681640625,405.23846435546875,403.1731872558594,406.2804260253906,412.5085754394531,412.9571838378906,406.7918701171875,411.59173583984375,429.1311950683594,432.2542724609375,443.0612487792969,445.46002197265625,436.3896179199219,462.3457336425781,476.6861267089844,478.0517883300781,471.435302734375,472.1303405761719,476.1466064453125,485.6419372558594,509.3817138671875,537.0543212890625,569.9567260742188,589.5202026367188,600.1002807617188,607.0252075195312,633.5146484375,640.946044921875,670.7371826171875,669.7286376953125,680.9837646484375,679.0252685546875,682.2293701171875,702.998046875,693.6787109375,678.4535522460938,666.4163818359375,662.0140380859375,586,587,587,588,588,588,589,589,589,589,590,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593
China,Chongqing,5.926374435424805,11.095573425292969,22.307415008544922,44.23346710205078,68.97916412353516,100.23484802246094,139.81854248046875,165.3955078125,196.06207275390625,218.89105224609375,253.65492248535156,291.88165283203125,333.2958984375,374.73944091796875,415.1847839355469,453.07733154296875,421.6647644042969,453.9639892578125,474.57794189453125,478.56353759765625,496.52520751953125,507.9881591796875,533.9078369140625,547.5228881835938,555.5435180664062,559.9163208007812,562.3160400390625,563.698974609375,566.8162231445312,572.9653930664062,580.1787719726562,567.7625122070312,561.477294921875,575.9943237304688,586.112548828125,588.986572265625,575.2393188476562,569.3986206054688,555.6122436523438,566.9091186523438,583.9393310546875,588.0018920898438,581.502197265625,568.5028076171875,583.104248046875,589.1038818359375,607.7687377929688,610.8856201171875,608.282470703125,607.0048828125,610.9139404296875,594.1380615234375,607.90869140625,629.9478149414062,593.2635498046875,619.4024658203125,637.3475341796875,653.4765014648438,650.214111328125,646.2907104492188,655.40234375,668.6411743164062,688.47314453125,687.8954467773438,655.548583984375,653.7986450195312,657.1063232421875,654.2168579101562,675.4764404296875,692.5030517578125,671.9583740234375,656.4000244140625,642.169189453125,632.338134765625,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579,579
China,Fujian,1.6992275714874268,4.1186652183532715,8.657520294189453,19.88565444946289,32.69334411621094,50.85124969482422,69.78886413574219,85.66717529296875,103.98186492919922,119.90998077392578,140.75079345703125,160.25714111328125,184.4862060546875,206.988525390625,229.93191528320312,251.1599578857422,230.6912078857422,250.94998168945312,262.1005859375,264.45941162109375,276.0365295410156,282.3929443359375,288.92864990234375,293.27410888671875,296.9022521972656,298.1968688964844,298.8738708496094,298.52105712890625,296.8394775390625,297.2851867675781,300.3149719238281,294.30670166015625,290.5644226074219,298.9332275390625,305.07049560546875,306.18035888671875,302.86260986328125,297.2996826171875,294.5404052734375,298.0011901855469,298.11212158203125,298.102294921875,298.14495849609375,294.46417236328125,301.28692626953125,305.4794006347656,314.69482421875,315.0703430175781,314.8604736328125,303.2623291015625,303.266845703125,301.02154541015625,309.6067810058594,322.133544921875,296.81463623046875,313.27276611328125,325.69305419921875,345.3088684082031,337.2895202636719,333.2401123046875,338.8299865722656,341.360595703125,348.5848083496094,368.794921875,349.66046142578125,356.1739501953125,370.17962646484375,372.21685791015625,387.4934997558594,390.86212158203125,379.97772216796875,374.6581115722656,367.12408447265625,364.11968994140625,350,350,351,351,351,351,351,352,352,353,353,353,354,355,355,355,355,355,355,355,355,355,355,355,355,356,356,356,356,356,356,356
China,Gansu,0.0,1.1471786499023438,2.2786126136779785,5.17704439163208,8.059386253356934,12.511744499206543,16.799869537353516,21.173484802246094,26.84867286682129,33.516536712646484,40.38380432128906,46.14836883544922,52.678558349609375,58.665428161621094,64.02230072021484,69.25566864013672,72.10301971435547,77.99256896972656,81.26548767089844,84.80329132080078,88.56709289550781,91.05213165283203,91.72474670410156,93.06771850585938,94.89166259765625,96.0833740234375,96.9093017578125,97.13225555419922,94.89747619628906,94.38227844238281,93.87867736816406,93.95864868164062,93.46128845214844,93.54388427734375,92.33660888671875,92.64099884033203,94.585205078125,93.32176208496094,93.2238998413086,92.22972106933594,90.42384338378906,91.29118347167969,95.69703674316406,101.15483093261719,111.61557006835938,118.20181274414062,127.16307067871094,130.45887756347656,133.39779663085938,128.32313537597656,127.25287628173828,127.98792266845703,133.15826416015625,140.83016967773438,141.990478515625,142.11257934570312,142.48129272460938,145.78904724121094,143.32054138183594,142.92593383789062,145.68605041503906,145.9932861328125,147.91249084472656,147.3878173828125,145.1003875732422,147.37557983398438,150.70175170898438,150.29042053222656,148.97377014160156,148.040283203125,146.62905883789062,148.44036865234375,148.0131378173828,151.23631286621094,138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
China,Guangdong,19.491437911987305,28.885814666748047,50.581871032714844,77.96654510498047,112.65208435058594,155.58998107910156,232.7939453125,279.4041442871094,353.4175720214844,436.14898681640625,531.0843505859375,646.1616821289062,741.996337890625,845.197021484375,927.3318481445312,1015.844970703125,969.3699951171875,1031.167724609375,1085.1505126953125,1111.1458740234375,1151.21484375,1179.5966796875,1285.4708251953125,1325.2386474609375,1352.23681640625,1377.983154296875,1387.8685302734375,1397.69140625,1377.6728515625,1391.481201171875,1379.0257568359375,1378.239013671875,1370.0595703125,1348.191162109375,1290.961669921875,1318.3702392578125,1321.3443603515625,1356.09521484375,1345.615234375,1351.3653564453125,1342.519287109375,1348.6480712890625,1328.1641845703125,1330.4154052734375,1404.205810546875,1410.150390625,1417.5831298828125,1431.625244140625,1398.9190673828125,1468.3009033203125,1479.85302734375,1506.038330078125,1441.0518798828125,1448.726806640625,1516.903076171875,1483.558349609375,1499.695556640625,1526.6650390625,1594.637451171875,1644.53271484375,1648.6549072265625,1640.121826171875,1677.7513427734375,1616.412841796875,1753.203857421875,1753.15869140625,1763.275390625,1750.51513671875,1719.81689453125,1768.6129150390625,1783.414306640625,1782.372314453125,1765.0799560546875,1752.0968017578125,1524,1532,1533,1536,1539,1544,1548,1552,1555,1564,1566,1571,1577,1579,1580,1581,1582,1582,1585,1585,1586,1587,1587,1588,1588,1588,1588,1588,1588,1588,1588,1588
China,Guangxi,2.942938804626465,5.818098068237305,11.33533763885498,21.89544105529785,32.582664489746094,45.7911376953125,60.64962387084961,70.38014221191406,81.53861236572266,89.55799865722656,102.20426177978516,114.78689575195312,129.56080627441406,143.911376953125,158.22984313964844,171.271240234375,179.56350708007812,192.6940155029297,200.91302490234375,206.7809600830078,214.21701049804688,220.20498657226562,228.06979370117188,234.0523681640625,238.4365997314453,240.98779296875,243.53726196289062,244.96351623535156,246.38404846191406,248.1404571533203,249.3112335205078,243.36428833007812,240.76104736328125,247.9882049560547,257.1893615722656,259.1775207519531,253.82958984375,250.44541931152344,244.1168975830078,243.93521118164062,251.5189971923828,250.82650756835938,250.561279296875,252.1927490234375,251.920166015625,257.2461242675781,261.9430847167969,262.9678039550781,265.987060546875,268.27642822265625,271.8681640625,258.24029541015625,266.0284423828125,273.0223693847656,247.818603515625,268.81121826171875,282.04949951171875,295.70745849609375,287.57421875,280.94073486328125,279.2073974609375,282.40008544921875,290.5848693847656,302.4085693359375,276.93560791015625,275.7154235839844,278.3197326660156,276.8399353027344,293.1290588378906,299.89013671875,290.5773620605469,283.232666015625,277.8535461425781,276.23248291015625,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
China,Guizhou,1.227103590965271,2.084105968475342,2.857020616531372,4.264400959014893,5.565070152282715,7.705694675445557,10.622857093811035,13.369510650634766,18.08844757080078,25.782508850097656,32.53861618041992,38.80948257446289,44.15489196777344,49.61463928222656,53.372650146484375,57.788848876953125,87.53187561035156,93.15477752685547,97.97315216064453,112.21774291992188,117.26741027832031,123.22600555419922,127.60960388183594,131.8804168701172,137.9087677001953,143.52735900878906,148.2421875,151.3836669921875,147.1013946533203,148.71310424804688,148.25912475585938,155.32505798339844,159.049072265625,153.6339111328125,141.4060516357422,139.44187927246094,142.41453552246094,145.3043670654297,145.22325134277344,142.28671264648438,138.80491638183594,139.9066619873047,151.6307830810547,155.490478515625,149.89451599121094,147.9644775390625,143.6241455078125,147.6212921142578,153.17970275878906,167.45672607421875,155.2708740234375,156.43052673339844,154.3282012939453,153.76956176757812,159.54681396484375,145.321044921875,145.82069396972656,150.8876953125,156.54107666015625,164.07737731933594,164.86688232421875,163.63002014160156,165.64561462402344,158.05068969726562,166.60606384277344,170.72698974609375,172.2460174560547,169.24880981445312,162.56015014648438,156.90589904785156,159.02166748046875,160.4875946044922,159.48658752441406,163.78103637695312,146,146,146,146,146,146,146,146,146,146,146,146,146,146,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
China,Hainan,3.467261791229248,5.655094146728516,9.527986526489258,16.015050888061523,21.90715789794922,29.37813949584961,38.62787628173828,43.98162841796875,50.89097213745117,56.01041030883789,63.66943359375,71.5577163696289,79.26793670654297,87.32463073730469,94.77486419677734,101.69529724121094,120.301513671875,127.47396087646484,132.6520538330078,140.1884002685547,144.49728393554688,149.26661682128906,155.6219482421875,160.830078125,165.16714477539062,168.30259704589844,171.3602294921875,173.36544799804688,174.03652954101562,174.86083984375,173.12332153320312,169.47593688964844,167.8067626953125,168.52774047851562,168.43641662597656,170.28268432617188,168.29872131347656,168.5572509765625,167.74632263183594,170.138916015625,171.96397399902344,172.4687957763672,171.37362670898438,168.3158416748047,172.84225463867188,171.08267211914062,177.39437866210938,178.10446166992188,172.98696899414062,170.5243682861328,172.28683471679688,176.63482666015625,178.1328125,182.20069885253906,173.84124755859375,175.88999938964844,178.9233856201172,180.5690155029297,181.76016235351562,182.05215454101562,186.12844848632812,187.53614807128906,191.1917266845703,186.37704467773438,188.26539611816406,187.74581909179688,189.4946746826172,187.4283905029297,189.35394287109375,193.51007080078125,190.83035278320312,188.7679443359375,186.25172424316406,187.7235107421875,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
China,Hebei,0.6101964712142944,1.8060029745101929,3.5905580520629883,8.420633316040039,13.727128982543945,22.27614974975586,31.793304443359375,42.02532196044922,55.46569061279297,73.90711975097656,91.98869323730469,107.99305725097656,125.57911682128906,142.3756866455078,157.53807067871094,173.072021484375,195.9882354736328,215.25796508789062,226.5556640625,243.56011962890625,256.3861999511719,266.32806396484375,270.7306213378906,277.5093994140625,286.62506103515625,293.5182189941406,298.30987548828125,300.6700439453125,297.90240478515625,303.04248046875,313.7265625,323.0411376953125,327.821044921875,329.01324462890625,313.1141052246094,312.15802001953125,315.88824462890625,318.874755859375,320.8946533203125,330.8897705078125,325.17889404296875,330.5063781738281,332.39105224609375,314.28399658203125,327.7191162109375,332.1423645019531,340.7082214355469,346.8485107421875,339.6119384765625,317.01385498046875,297.3193359375,315.8115234375,323.4083251953125,349.16925048828125,340.69305419921875,346.7174987792969,339.256591796875,332.23260498046875,325.88751220703125,326.8501892089844,337.2196960449219,346.89495849609375,355.12738037109375,352.3059387207031,360.6103515625,360.91949462890625,355.5213928222656,350.69818115234375,347.87176513671875,343.0960693359375,345.9283447265625,356.970703125,357.1889343261719,361.36102294921875,327,327,327,327,327,327,327,327,327,327,327,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
China,Heilongjiang,0.0,1.6902731657028198,3.67791748046875,8.961854934692383,14.56402587890625,23.451021194458008,33.09883499145508,42.938236236572266,56.35240936279297,73.97107696533203,92.97889709472656,109.23966217041016,129.1405029296875,148.35694885253906,166.33343505859375,184.12225341796875,269.9991455078125,298.4966125488281,316.9664001464844,359.6312561035156,381.2932434082031,403.26666259765625,409.32135009765625,424.22906494140625,443.8522033691406,458.66192626953125,473.6495056152344,482.1911315917969,477.3316345214844,482.0335693359375,486.2628173828125,490.7307434082031,494.86871337890625,505.3717346191406,506.92498779296875,503.4856262207031,503.2326354980469,497.2923278808594,484.3411865234375,475.8102111816406,476.2182922363281,479.7547912597656,502.2955627441406,505.30535888671875,493.4902648925781,497.5218811035156,487.9808044433594,497.198486328125,518.4930419921875,520.7618408203125,505.0470886230469,504.0050048828125,518.8818359375,530.4917602539062,494.0064392089844,499.1920166015625,516.1329956054688,536.7811889648438,523.030517578125,520.5632934570312,523.8600463867188,534.3704833984375,548.9187622070312,573.7533569335938,544.775390625,559.2066650390625,563.1646728515625,554.653076171875,564.9769897460938,560.261474609375,546.16552734375,539.25244140625,532.0521850585938,526.9808959960938,504,524,544,569,609,638,661,684,740,819,841,861,872,892,898,905,913,921,928,930,935,936,939,939,939,944,944,944,944,944,944,944
China,Henan,3.1978843212127686,7.078028202056885,14.982824325561523,35.65797424316406,62.892059326171875,105.74594116210938,160.5355682373047,210.85684204101562,277.7735290527344,355.5088195800781,445.943115234375,535.712890625,636.975341796875,735.590576171875,829.66064453125,924.3111572265625,889.614013671875,983.6124877929688,1040.8258056640625,1076.7586669921875,1135.785888671875,1172.5953369140625,1218.740966796875,1246.897216796875,1276.2314453125,1295.88037109375,1305.8880615234375,1309.5062255859375,1290.6396484375,1298.7716064453125,1314.922119140625,1309.8143310546875,1301.0400390625,1303.365966796875,1250.863525390625,1256.9000244140625,1266.1693115234375,1274.61181640625,1297.6502685546875,1331.9698486328125,1305.5914306640625,1312.5191650390625,1278.998291015625,1233.0823974609375,1320.5299072265625,1336.7294921875,1373.818603515625,1390.269287109375,1339.9271240234375,1285.6695556640625,1275.9757080078125,1366.157470703125,1359.30615234375,1419.427001953125,1337.793212890625,1363.94140625,1372.10205078125,1368.7525634765625,1364.035888671875,1369.9686279296875,1398.9163818359375,1401.659912109375,1434.609619140625,1456.136962890625,1477.41259765625,1473.934814453125,1483.3291015625,1462.4365234375,1463.029052734375,1476.6845703125,1441.3221435546875,1424.9468994140625,1388.244140625,1354.8896484375,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276
China,Hong Kong,0.0,1.388746738433838,2.4853968620300293,4.39313268661499,5.917610168457031,7.542228698730469,9.134119987487793,10.153570175170898,11.360325813293457,13.07861042022705,14.691194534301758,15.933602333068848,17.488304138183594,19.06572151184082,20.58847427368164,21.936843872070312,35.40970993041992,37.42708206176758,38.93804931640625,44.224483489990234,45.78678894042969,48.06901550292969,48.934814453125,51.099098205566406,53.364990234375,55.08694839477539,57.100337982177734,58.42717361450195,61.15771484375,64.47889709472656,71.00395202636719,73.86630249023438,77.23248291015625,83.72774505615234,89.219482421875,89.64798736572266,88.65904998779297,89.43859100341797,87.63748168945312,91.66017150878906,98.13847351074219,103.26492309570312,109.57596588134766,107.55322265625,107.55638122558594,109.0491714477539,113.45458221435547,115.24661254882812,120.45448303222656,125.26949310302734,127.18379211425781,138.1564483642578,152.26023864746094,158.29910278320312,157.11106872558594,167.88638305664062,191.50759887695312,226.3081817626953,257.9922180175781,282.6146240234375,323.7169189453125,370.8323974609375,417.8988952636719,469.3123779296875,515.59716796875,596.5902099609375,688.740478515625,744.87548828125,805.1622924804688,837.390869140625,854.4200439453125,869.27587890625,873.5169067382812,879.732177734375,890,914,935,960,973,989,1000,1004,1009,1012,1017,1017,1021,1024,1025,1025,1029,1033,1035,1035,1037,1037,1037,1037,1037,1037,1039,1039,1039,1040,1040,1040
China,Hubei,245.09033203125,322.67852783203125,622.07275390625,824.9144897460938,1197.431640625,1618.5283203125,2886.55078125,3478.14208984375,4698.74755859375,6456.341796875,8395.1630859375,11274.2587890625,13407.3447265625,16150.2939453125,18177.119140625,20534.251953125,27173.52734375,28898.421875,31191.970703125,34830.67578125,36372.76953125,38360.75390625,45227.3125,48917.48828125,51736.5,54609.2109375,56534.44921875,58303.8828125,59566.84375,63561.26953125,66802.4765625,70113.140625,72620.6875,70818.4296875,63528.36328125,64680.125,64416.65234375,68275.828125,64777.5390625,66020.3515625,67120.1171875,69723.734375,67670.109375,67725.3046875,75728.7421875,74376.9765625,73052.1953125,73121.546875,65747.09375,69480.390625,72484.03125,79675.3828125,74226.75,73022.8671875,84325.546875,77757.1953125,76031.734375,72371.234375,78339.78125,81852.0,80251.671875,78997.453125,80321.8125,73880.484375,92642.484375,91218.4453125,89891.7890625,87476.09375,79238.1484375,83469.59375,85671.8828125,85097.234375,84135.09375,80092.5625,67803,67803,67803,67803,67803,67803,67803,67803,67803,67803,67803,67803,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128,68128
